elite,phenotype,antecedent,consequent,referenceCardinality,numConfirmations,numViolations,likelihood,pValue,fitness,acceptance,generality,elapsedTime
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q273186> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q273186> ;  ] . ","denaturation","denaturation",33,33,0,9.48034495789435e-09,0,33,TRUE,0.000145600868310633,10
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q902488> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q12136> ;  ] . ","monolayer","disease",10,2,8,0.0439453125,3.6,2,TRUE,4.41214752456463e-05,3
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q797128> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q830> ;  ] . ","bovine virus diarrhea","cattle",67,41,26,0.0181834736259103,0,41,TRUE,0.00029561388414583,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q212743> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q212743> ;  ] . ","epidermis","epidermis",16,16,0,1.52587890625e-05,0,16,TRUE,7.05943603930341e-05,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q181596> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q148> ;  ] . ","statistical package for the social sciences","people's republic of china",10,3,7,0.1171875,1.6,3,TRUE,4.41214752456463e-05,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q1412684> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q70288> ;  ] . ","giemsa stain","anaplasma",3,2,1,0.375,0,2,TRUE,1.32364425736939e-05,21
FALSE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q384283> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q188928> ;  ] . ","subgenomic mrna","messenger rna",103,51,52,0.0782371863495998,0.00970873786407767,51,TRUE,0.000454451195030157,8
FALSE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q4746435> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q208467> ;  ] . ","amino acid transporter","biochemical receptor",6,3,3,0.3125,0,3,TRUE,2.64728851473878e-05,3
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q1931516> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q1931516> ;  ] . ","microarray","microarray",90,90,0,2.40750457515705e-21,0,90,TRUE,0.000397093277210817,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q25805> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q14599311> ;  ] . ","caspase","apoptotic process",50,44,6,6.04286289322247e-08,0,44,TRUE,0.000220607376228232,3
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q749058> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q10798> ;  ] . ","porcine parvovirus","pig",24,17,7,0.0206294059753418,0,17,TRUE,0.000105891540589551,3
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q130444> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q10798> ;  ] . ","porcine circovirus associated disease","pig",20,15,5,0.0147857666015625,0,15,TRUE,8.82429504912926e-05,9
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q426694> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q864491> ;  ] . ","terpenoid","biological activity",12,6,6,0.2255859375,0,6,TRUE,5.29457702947756e-05,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q1823851> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q10798> ;  ] . ","intestinal gland","pig",8,5,3,0.21875,0,5,TRUE,3.5297180196517e-05,4
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q7457844> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q974135> ;  ] . ","veterinary severe combined immunodeficiency","chemotherapy",10,3,7,0.1171875,1.6,3,TRUE,4.41214752456463e-05,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q131656> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q864491> ;  ] . ","pesticide","biological activity",10,2,8,0.0439453125,3.6,2,TRUE,4.41214752456463e-05,29
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q918004> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q14599311> ;  ] . ","positive feedback","apoptotic process",10,2,8,0.0439453125,3.6,2,TRUE,4.41214752456463e-05,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q237169> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q864491> ;  ] . ","seaweed","biological activity",4,2,2,0.375,0,2,TRUE,1.76485900982585e-05,3
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q419557> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q101991> ;  ] . ","digestive enzyme","inflammation",3,2,1,0.375,0,2,TRUE,1.32364425736939e-05,8
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q189029> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q208467> ;  ] . ","cell fractionation","biochemical receptor",10,2,8,0.0439453125,3.6,2,TRUE,4.41214752456463e-05,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q27468> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q29> ;  ] . ","eastern europe","spain",10,2,8,0.0439453125,3.6,2,TRUE,4.41214752456463e-05,8
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q1364673> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q1058438> ;  ] . ","informant","risk assessment",2,1,1,0.5,0,1,TRUE,8.82429504912926e-06,21
FALSE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q131656> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q101991> ;  ] . ","pesticide","inflammation",10,2,8,0.0439453125,3.6,2,TRUE,4.41214752456463e-05,6
FALSE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q1061596> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q1415366> ;  ] . ","lactobacillus","immunization",27,9,18,0.0349195674061775,3,9,TRUE,0.000119127983163245,9
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q12856813> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q212410> ;  ] . ","sars coronavirus main proteinase","peptidase",74,38,36,0.0902789528265924,0,38,TRUE,0.000326498916817783,10
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q1890246> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q15787> ;  ] . ","simian immunodeficiency virus","hiv",45,18,27,0.048358048989282,1.8,18,TRUE,0.000198546638605408,12
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q166774> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q212410> ;  ] . ","protease inhibitor","peptidase",23,15,8,0.0584499835968018,0,15,TRUE,0.000101479393064987,4
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q686886> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q15787> ;  ] . ","biological half-life","hiv",10,3,7,0.1171875,1.6,3,TRUE,4.41214752456463e-05,8
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q851829> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q285697> ;  ] . ","nicotiana","recombinant dna",11,3,8,0.08056640625,2.27272727272727,3,TRUE,4.85336227702109e-05,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q5071100> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q15787> ;  ] . ","chandipura virus","hiv",3,2,1,0.375,0,2,TRUE,1.32364425736939e-05,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q16975146> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q149348> ;  ] . ","betanodavirus","herpesviridae",2,1,1,0.5,0,1,TRUE,8.82429504912926e-06,19
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q131924> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q189933> ;  ] . ","cryptococcus neoformans","microtubule",2,1,1,0.5,0,1,TRUE,8.82429504912926e-06,8
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q909534> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q525512> ;  ] . ","mass transfer","pathogen transmission",2,1,1,0.5,0,1,TRUE,8.82429504912926e-06,12
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q131924> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q15787> ;  ] . ","cryptococcus neoformans","hiv",2,1,1,0.5,0,1,TRUE,8.82429504912926e-06,7
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q3044742> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q15787> ;  ] . ","department of health and social care","hiv",2,1,1,0.5,0,1,TRUE,8.82429504912926e-06,3
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q187440> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q1057> ;  ] . ","urticaria","metabolism",1,1,0,0.5,0,1,TRUE,4.41214752456463e-06,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q7166532> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q103537> ;  ] . ","peptide vaccine","antigen",20,11,9,0.160179138183594,0,11,TRUE,8.82429504912926e-05,4
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q1308970> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q285697> ;  ] . ","inclusion body","recombinant dna",23,9,14,0.0974166393280029,1.08695652173913,9,TRUE,0.000101479393064987,7
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q1308970> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q103537> ;  ] . ","inclusion body","antigen",23,7,16,0.0292249917984009,3.52173913043478,7,TRUE,0.000101479393064987,7
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q19829485> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q4902157> ;  ] . ","marmoset","middle east respiratory syndrome coronavirus",20,7,13,0.0739288330078125,1.8,7,TRUE,8.82429504912926e-05,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q3906839> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q3286546> ;  ] . ","pneumovirus","respiratory disease",8,6,2,0.109375,0,6,TRUE,3.5297180196517e-05,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q6741350> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q103537> ;  ] . ","malaria antigen detection tests","antigen",6,5,1,0.09375,0,5,TRUE,2.64728851473878e-05,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q201552> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q103537> ;  ] . ","inulin","antigen",9,5,4,0.24609375,0,5,TRUE,3.97093277210817e-05,7
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q409458> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q38933> ;  ] . ","creatine kinase","fever",14,4,10,0.06109619140625,2.57142857142857,4,TRUE,6.17700653439048e-05,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q28350> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q29548> ;  ] . ","lipoprotein","cell membrane",14,4,10,0.06109619140625,2.57142857142857,4,TRUE,6.17700653439048e-05,7
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q3906839> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q1052913> ;  ] . ","pneumovirus","human respiratory syncytial virus",8,4,4,0.2734375,0,4,TRUE,3.5297180196517e-05,8
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q188543> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q29548> ;  ] . ","ammonium chloride","cell membrane",11,3,8,0.08056640625,2.27272727272727,3,TRUE,4.85336227702109e-05,7
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q1926141> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q285697> ;  ] . ","mitogen","recombinant dna",13,3,10,0.034912109375,3.76923076923077,3,TRUE,5.73579178193402e-05,9
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q1926141> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q103537> ;  ] . ","mitogen","antigen",13,3,10,0.034912109375,3.76923076923077,3,TRUE,5.73579178193402e-05,7
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q4164182> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q285697> ;  ] . ","dosing","recombinant dna",10,2,8,0.0439453125,3.6,2,TRUE,4.41214752456463e-05,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q4164182> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q38933> ;  ] . ","dosing","fever",10,2,8,0.0439453125,3.6,2,TRUE,4.41214752456463e-05,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q1216998> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q1216998> ;  ] . ","neoplasm","neoplasm",249,249,0,4.30702498376269e-56,0,249,TRUE,0.00109862473361659,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q15984992> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q15984992> ;  ] . ","gene cassette","gene cassette",7,7,0,0.0078125,0,7,TRUE,3.08850326719524e-05,12
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q492> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q47273> ;  ] . ","memory","central nervous system",8,6,2,0.109375,0,6,TRUE,3.5297180196517e-05,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q131488> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q182672> ;  ] . ","campylobacter","zoonosis",14,5,9,0.1221923828125,1.14285714285714,5,TRUE,6.17700653439048e-05,15
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q153861> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q182672> ;  ] . ","tularemia","zoonosis",5,5,0,0.03125,0,5,TRUE,2.20607376228232e-05,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q18034009> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q1216998> ;  ] . ","cd163","neoplasm",10,2,8,0.0439453125,3.6,2,TRUE,4.41214752456463e-05,4
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q217151> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q182672> ;  ] . ","neotropical realm","zoonosis",4,2,2,0.375,0,2,TRUE,1.76485900982585e-05,11
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q18034009> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q208467> ;  ] . ","cd163","biochemical receptor",10,2,8,0.0439453125,3.6,2,TRUE,4.41214752456463e-05,8
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q711> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q182672> ;  ] . ","mongolia","zoonosis",4,2,2,0.375,0,2,TRUE,1.76485900982585e-05,3
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q101991> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q101991> ;  ] . ","inflammation","inflammation",900,900,0,9.82430756585698e-198,0,900,TRUE,0.00397093277210817,11
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q11369> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q11369> ;  ] . ","molecule","molecule",217,217,0,4.09976447645538e-49,0,217,TRUE,0.000957436012830525,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q189206> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q189206> ;  ] . ","vesicle","vesicle",181,181,0,2.94747521472064e-41,0,181,TRUE,0.000798598701946198,22
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q12147416> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q12147416> ;  ] . ","drug resistance","drug resistance",113,113,0,2.1765197492895e-26,0,113,TRUE,0.000498572670275803,7
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q152234> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q101991> ;  ] . ","oedema","inflammation",33,14,19,0.0950993625720327,0.757575757575758,14,TRUE,0.000145600868310633,8
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q48360> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q101991> ;  ] . ","hippocampus","inflammation",21,8,13,0.0970315933227539,1.19047619047619,8,TRUE,9.26550980158573e-05,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q103169> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q15787> ;  ] . ","rhodophyta","hiv",15,8,7,0.196380615234375,0,8,TRUE,6.61822128684695e-05,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q18036598> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q224527> ;  ] . ","atf6","downregulation and upregulation",16,8,8,0.196380615234375,0,8,TRUE,7.05943603930341e-05,4
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q193583> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q101991> ;  ] . ","adipose tissue","inflammation",11,6,5,0.2255859375,0,6,TRUE,4.85336227702109e-05,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q1133550> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q242736> ;  ] . ","gene knockout","phosphorylation",12,4,8,0.120849609375,1.33333333333333,4,TRUE,5.29457702947756e-05,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q15332826> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q224527> ;  ] . ","agtr1","downregulation and upregulation",15,4,11,0.041656494140625,3.26666666666667,4,TRUE,6.61822128684695e-05,9
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q7322423> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q521> ;  ] . ","ribosome biogenesis","physiology",10,3,7,0.1171875,1.6,3,TRUE,4.41214752456463e-05,2
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q27468> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q38933> ;  ] . ","eastern europe","fever",10,2,8,0.0439453125,3.6,2,TRUE,4.41214752456463e-05,19
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q5065339> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q38933> ;  ] . ","cervical lymphadenopathy","fever",3,2,1,0.375,0,2,TRUE,1.32364425736939e-05,4
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q1570182> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q7094> ;  ] . ","coating","biochemistry",1,1,0,0.5,0,1,TRUE,4.41214752456463e-06,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q2383867> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q14599311> ;  ] . ","cell death","apoptotic process",14,6,8,0.18328857421875,0.285714285714286,6,TRUE,6.17700653439048e-05,3
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q208376> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q419849> ;  ] . ","positron emission tomography","fludeoxyglucose (18f)",17,5,12,0.047210693359375,2.88235294117647,5,TRUE,7.50065079175987e-05,19
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q28742> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q10876> ;  ] . ","aminoglycoside","bacteria",4,2,2,0.375,0,2,TRUE,1.76485900982585e-05,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q507234> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q208376> ;  ] . ","fatigue","positron emission tomography",1,1,0,0.5,0,1,TRUE,4.41214752456463e-06,11
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q262386> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q834390> ;  ] . ","österreichischer rundfunk","influenza a virus",2,1,1,0.5,0,1,TRUE,8.82429504912926e-06,4
FALSE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q1752043> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q746413> ;  ] . ","king saud university","elsevier",7,5,2,0.1640625,0,5,TRUE,3.08850326719524e-05,4
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q10876> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q10876> ;  ] . ","bacteria","bacteria",515,515,0,5.19047802706856e-114,0,515,TRUE,0.00227225597515079,11
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q201993> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q201993> ;  ] . ","rna interference","rna interference",203,203,0,4.64838540959655e-46,0,203,TRUE,0.00089566594748662,15
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q28774> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q176996> ;  ] . ","reverse transcriptase","polymerase chain reaction",250,179,71,3.73033970916825e-12,0,179,TRUE,0.00110303688114116,20
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q14538008> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q10876> ;  ] . ","pneumococcal vaccine","bacteria",12,3,9,0.0537109375,3,3,TRUE,5.29457702947756e-05,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q1103544> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q188928> ;  ] . ","cluster of differentiation","messenger rna",12,3,9,0.0537109375,3,3,TRUE,5.29457702947756e-05,4
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q15176> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q15175> ;  ] . ","guangxi zhuang autonomous region","guangdong",10,2,8,0.0439453125,3.6,2,TRUE,4.41214752456463e-05,8
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q7670864> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q188928> ;  ] . ","tnf receptor associated factor","messenger rna",10,2,8,0.0439453125,3.6,2,TRUE,4.41214752456463e-05,2
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q272661> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q10876> ;  ] . ","echinacea purpurea","bacteria",2,1,1,0.5,0,1,TRUE,8.82429504912926e-06,2
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q899763> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q899763> ;  ] . ","protein primary structure","protein primary structure",205,205,0,1.70168329639374e-46,0,205,TRUE,0.000904490242535749,6
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q693058> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q38933> ;  ] . ","chest pain","fever",10,8,2,0.0439453125,0,8,TRUE,4.41214752456463e-05,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q14905690> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q188928> ;  ] . ","eif2ak2","messenger rna",12,3,9,0.0537109375,3,3,TRUE,5.29457702947756e-05,19
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q693058> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q148> ;  ] . ","chest pain","people's republic of china",10,3,7,0.1171875,1.6,3,TRUE,4.41214752456463e-05,5
TRUE," a sh:NodeShape ; sh:targetClass <http://www.wikidata.org/entity/Q1113307> ;  sh:property [  sh:path rdf:type ; sh:hasValue <http://www.wikidata.org/entity/Q188928> ;  ] . ","international netball federation","messenger rna",13,3,10,0.034912109375,3.76923076923077,3,TRUE,5.73579178193402e-05,6
